,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,direction,syst_type,shapes,variation_alias,lnN
0,data_obs,Fail,default,1,DATA,1.0,nominal,/uscms/home/ammitra/nobackup/MufaroCASE/CMSSW_10_6_14/src//2dhist_TTToHadronic2016APV.root,Fail,TTToHadronic2016APV,Data,,,,,,
3,data_obs,Pass,default,1,DATA,1.0,nominal,/uscms/home/ammitra/nobackup/MufaroCASE/CMSSW_10_6_14/src//2dhist_TTToHadronic2016APV.root,Pass,TTToHadronic2016APV,Data,,,,,,
